Title,URL
Greenspan's,https://www.google.com/maps/place/Greenspan's/data=!4m2!3m1!1s0x80c2cbf9ba204445:0x544ad535272a67fb
Starship Bagel,https://www.google.com/maps/place/Starship+Bagel/data=!4m2!3m1!1s0x864c2184fbc21041:0x34e25fbf93cef8d3
Phil's Stationery,https://www.google.com/maps/place/Phil's+Stationery/data=!4m2!3m1!1s0x89c258fe7a52bba3:0xe05daa672bdb576e
Aritsugu (Knives) Nishiki Market,https://www.google.com/maps/place/Aritsugu+(Knives)+Nishiki+Market/data=!4m2!3m1!1s0x60010896a7aa6d0b:0x2c0cb2ce41564ebf
Aritsugu Tokyo,https://www.google.com/maps/place/Aritsugu+Tokyo/data=!4m2!3m1!1s0x6018896014a55555:0xa3706d8a89579fd0
Newberry National Volcanic Monument,https://www.google.com/maps/place/Newberry+National+Volcanic+Monument/data=!4m2!3m1!1s0x54b8910feb09419f:0x80f9c3d2a5c2e38a
Gardenheir,https://www.google.com/maps/place/Gardenheir/data=!4m2!3m1!1s0x89dc4d600ef51761:0x1409a0462b8d5ffd
OZEKI Tokyo Gallery,https://www.google.com/maps/place/OZEKI+Tokyo+Gallery/data=!4m2!3m1!1s0x60188951a9af6f1b:0x8f63ad737094b700
Hakone,https://www.google.com/maps/place/Hakone/data=!4m2!3m1!1s0x6019a20c60b2dc7b:0x2605bd17ac977b26
Ogunquit,https://www.google.com/maps/place/Ogunquit/data=!4m2!3m1!1s0x89e2af5404ec5567:0x82d738a7300bc0ef
Artist & Craftsman Supply Madison,https://www.google.com/maps/place/Artist+%26+Craftsman+Supply+Madison/data=!4m2!3m1!1s0x88065337c623ed2d:0xe9a5235cc3479794
Ahan,https://www.google.com/maps/place/Ahan/data=!4m2!3m1!1s0x880655409837891b:0xbf28c8ce1a7c54da
Mothership Thrift,https://www.google.com/maps/place/Mothership+Thrift/data=!4m2!3m1!1s0x89c25badd3349c49:0x277f8dd26479ab07
Sweet Pickle Books,https://www.google.com/maps/place/Sweet+Pickle+Books/data=!4m2!3m1!1s0x89c25bdfe4bd90db:0xd57c2e1e22b8c1c2
State Surplus Store,https://www.google.com/maps/place/State+Surplus+Store/data=!4m2!3m1!1s0x8644b68a35694b5f:0x94565f4b29c32b8e
Unclaimed Baggage,https://www.google.com/maps/place/Unclaimed+Baggage/data=!4m2!3m1!1s0x8861eefb118a984b:0x39af39c3d00afdaf
Graziano's Downtown Cafe,https://www.google.com/maps/place/Graziano's+Downtown+Cafe/data=!4m2!3m1!1s0x89dd0f3c19d71151:0xd723916b3dc58839
Sykes Hot Springs,https://www.google.com/maps/place/Sykes+Hot+Springs/data=!4m2!3m1!1s0x808d86f68e74396d:0x25fd8c923089e234
Miller/Knox Regional Shoreline,https://www.google.com/maps/place/Miller%2FKnox+Regional+Shoreline/data=!4m2!3m1!1s0x808582ea5ee2fad7:0xe32916067bbbf4c8
Imperial Palace,https://www.google.com/maps/place/Imperial+Palace/data=!4m2!3m1!1s0x60188c0d02d8064d:0xd11a5f0b379e6db7
Jimbocho Book Town,https://www.google.com/maps/place/Jimbocho+Book+Town/data=!4m2!3m1!1s0x60188dce2211f995:0xe22eeafa479cd390
Kitazawa Bookstore,https://www.google.com/maps/place/Kitazawa+Bookstore/data=!4m2!3m1!1s0x60188c16b6bc9dcd:0xf4f9ffbf5f9abcf2
Drive-in DenDen,https://www.google.com/maps/place/Drive-in+DenDen/data=!4m2!3m1!1s0x60188f1fdf2dc313:0x6ba24c9529ddeb3b
"Venice Simplon-Orient-Express, A Belmond Train, Europe","https://www.google.com/maps/place/Venice+Simplon-Orient-Express,+A+Belmond+Train,+Europe/data=!4m2!3m1!1s0x477eb1c0ab4497f9:0x13f6e0082623bbda"
Regina's Farm ( Fazendinha da Regina),https://www.google.com/maps/place/Regina's+Farm+(+Fazendinha+da+Regina)/data=!4m2!3m1!1s0x88d900e50560f785:0xf9a02db487ea1504
Silly Margate,https://www.google.com/maps/place/Silly+Margate/data=!4m2!3m1!1s0x47d9539f6eb5cfb3:0xfbdaa94370615ac1
The Tank,https://www.google.com/maps/place/The+Tank/data=!4m2!3m1!1s0x89c25853bf665aa1:0xd79198d0b5ba2075
Temperance Alley Garden,https://www.google.com/maps/place/Temperance+Alley+Garden/data=!4m2!3m1!1s0x89b7b7ac6ede6b31:0x5b46eb566a794d0d
Abbey Pumping Station Museum,https://www.google.com/maps/place/Abbey+Pumping+Station+Museum/data=!4m2!3m1!1s0x487761a9f74e7e97:0x82134bb75295aad5
teamLab: Hidden Traces of Rice Terraces Hot Spring - Izura,https://www.google.com/maps/place/teamLab:+Hidden+Traces+of+Rice+Terraces+Hot+Spring+-+Izura/data=!4m2!3m1!1s0x6021731c48f19b23:0x7897a83382c07614
teamLab Botanical Garden Osaka,https://www.google.com/maps/place/teamLab+Botanical+Garden+Osaka/data=!4m2!3m1!1s0x6000ddcc564160bf:0x44b07e28c7a3a0fb
Super Nintendo World Japan,https://www.google.com/maps/place/Super+Nintendo+World+Japan/data=!4m2!3m1!1s0x6000e9c501ece2cf:0xab0aaf97d661efa5
teamLab Planets TOKYO DMM,https://www.google.com/maps/place/teamLab+Planets+TOKYO+DMM/data=!4m2!3m1!1s0x60188908e728e749:0x6de450c94bd3d622
teamLab Borderless: MORI Building DIGITAL ART MUSEUM,https://www.google.com/maps/place/teamLab+Borderless:+MORI+Building+DIGITAL+ART+MUSEUM/data=!4m2!3m1!1s0x601889fad49a9443:0x5831aba3288d2651
small worlds,https://www.google.com/maps/place/small+worlds/data=!4m2!3m1!1s0x601889e79b851265:0x2f700d5e68285182
牟礼分水取水口・分水堰,https://www.google.com/maps/place/%E7%89%9F%E7%A4%BC%E5%88%86%E6%B0%B4%E5%8F%96%E6%B0%B4%E5%8F%A3%E3%83%BB%E5%88%86%E6%B0%B4%E5%A0%B0/data=!4m2!3m1!1s0x6018ee344a1ed1d7:0x707d5703ace061f3
Ghibli Museum,https://www.google.com/maps/place/Ghibli+Museum/data=!4m2!3m1!1s0x6018ee34e5038c2d:0x4de155903f849205
LAM museum,https://www.google.com/maps/place/LAM+museum/data=!4m2!3m1!1s0x47c5c204186e07d5:0xf506371f4cb856ce
Rubulad,https://www.google.com/maps/place/Rubulad/data=!4m2!3m1!1s0x89c25d2240f815a9:0xec60a965288522c9
J V Fitzgerald Marine Reserve,https://www.google.com/maps/place/J+V+Fitzgerald+Marine+Reserve/data=!4m2!3m1!1s0x808f71ed12147d11:0x5341f4fb95812297
Relic Bakery - Pre-Order Pickups,https://www.google.com/maps/place/Relic+Bakery+-+Pre-Order+Pickups/data=!4m2!3m1!1s0x80dbf9bcc97580b7:0xfbbc3f2e9c5711b9
Mr. Boddington's Studio,https://www.google.com/maps/place/Mr.+Boddington's+Studio/data=!4m2!3m1!1s0x89c25abf122f65c3:0xa65f3329833f1f4a
KADUKA,https://www.google.com/maps/place/KADUKA/data=!4m2!3m1!1s0x47a84fb0d74921a5:0x6b21bb02c623b925
2k540 Aki-Oka Artisan,https://www.google.com/maps/place/2k540+Aki-Oka+Artisan/data=!4m2!3m1!1s0x60188ea0b60f30af:0xf1c7be64d36acd23
Makers Pride of Craft Daikanyama,https://www.google.com/maps/place/Makers+Pride+of+Craft+Daikanyama/data=!4m2!3m1!1s0x60188b537137164b:0x92ecef156f996d77
Shinjuku Golden-Gai,https://www.google.com/maps/place/Shinjuku+Golden-Gai/data=!4m2!3m1!1s0x60188cd96586b9af:0x71a5c0e1150c1a8f
Dry Tortugas,https://www.google.com/maps/place/Dry+Tortugas/data=!4m2!3m1!1s0x88ce54484f3ffb01:0x4011c1dc8b5cda66
Chyelle,https://www.google.com/maps/place/Chyelle/data=!4m2!3m1!1s0x89c25de39a2ce05d:0x604d6cf46a0c2e51
Horseman Antiques,https://www.google.com/maps/place/Horseman+Antiques/data=!4m2!3m1!1s0x89c25a4da2d26867:0x9cc94e3a6af9484e
Museum of Osteology,https://www.google.com/maps/place/Museum+of+Osteology/data=!4m2!3m1!1s0x87b21563c4a1b6e7:0x7e2bee51ff942b49
Moulin Jaune,https://www.google.com/maps/place/Moulin+Jaune/data=!4m2!3m1!1s0x47e8a5e266b26c85:0x7fd3aa0dff4a5ee9
Ben & Jerry's Flavor Graveyard,https://www.google.com/maps/place/Ben+%26+Jerry's+Flavor+Graveyard/data=!4m2!3m1!1s0x4cb59f3167427ef7:0xa68c13e688e1a92b
Kunafa's,https://www.google.com/maps/place/Kunafa's/data=!4m2!3m1!1s0x89d4cdf6c3e4de81:0xc7d044aa00b76702
louf,https://www.google.com/maps/place/louf/data=!4m2!3m1!1s0x882b35efa2cbaa75:0xd2585b1800eb1665
Flaming Stove,https://www.google.com/maps/place/Flaming+Stove/data=!4m2!3m1!1s0x882b3338a2a45c07:0x867648bb23c7beae
Community Bookstore,https://www.google.com/maps/place/Community+Bookstore/data=!4m2!3m1!1s0x89c25b07284f6df9:0x4c72d20256b53184
Ground Seesaw Seochon,https://www.google.com/maps/place/Ground+Seesaw+Seochon/data=!4m2!3m1!1s0x357ca375f8167f29:0x3e7c7e84a1ed5f16
La Taqueria,https://www.google.com/maps/place/La+Taqueria/data=!4m2!3m1!1s0x808f7e46d50136ad:0x21fce96ce541e475
Tortilleria Allison,https://www.google.com/maps/place/Tortilleria+Allison/data=!4m2!3m1!1s0x89dd3f07f559950f:0x966bb23b99e1796b
INCASA,https://www.google.com/maps/place/INCASA/data=!4m2!3m1!1s0x89c25f99ae944b45:0xf5d6a388c8544e4f
Clan Living - The Lovers Private Villas,https://www.google.com/maps/place/Clan+Living+-+The+Lovers+Private+Villas/data=!4m2!3m1!1s0x2dd23d57963f3485:0x19206a3e8e2a64f1
The Egg's Nest,https://www.google.com/maps/place/The+Egg's+Nest/data=!4m2!3m1!1s0x89dd1eac8f660d39:0x3ae74b77e5c2249d
Koolfi Creamery and Cafe,https://www.google.com/maps/place/Koolfi+Creamery+and+Cafe/data=!4m2!3m1!1s0x808f8f7830fbd6ed:0x729ee03ca7e197a9
Koolfi Creamery and Cafe,https://www.google.com/maps/place/Koolfi+Creamery+and+Cafe/data=!4m2!3m1!1s0x80858100325a962f:0xe3902556201a7752
Oasis Hot Tub Gardens - Ann Arbor,https://www.google.com/maps/place/Oasis+Hot+Tub+Gardens+-+Ann+Arbor/data=!4m2!3m1!1s0x883cafb7958f1585:0x37bce81a128a77ea
Cotoni - Coast Dairies State Beaches,https://www.google.com/maps/place/Cotoni+-+Coast+Dairies+State+Beaches/data=!4m2!3m1!1s0x808e434dd1db1e4d:0xc76d3f27403dcf2
Sucuriú River,https://www.google.com/maps/place/Sucuri%C3%BA+River/data=!4m2!3m1!1s0x949a7aeeae731f5d:0x27a80c0a2c7fd3f7
The Museum of Everyday Life,https://www.google.com/maps/place/The+Museum+of+Everyday+Life/data=!4m2!3m1!1s0x4cb5ce083a9a266f:0x3e0458f5f23cc755
Bread & Puppet Theatre,https://www.google.com/maps/place/Bread+%26+Puppet+Theatre/data=!4m2!3m1!1s0x4cb5d1806ff29a6f:0x72cca103af29ce29
Tiny Doll House,https://www.google.com/maps/place/Tiny+Doll+House/data=!4m2!3m1!1s0x89c258bf3ef8fe6f:0xfd921b17e6e09a0c
Casa Magazines,https://www.google.com/maps/place/Casa+Magazines/data=!4m2!3m1!1s0x89c259956fbc79d3:0x29097edab47b1281
Devil's Kettle,https://www.google.com/maps/place/Devil's+Kettle/data=!4m2!3m1!1s0x4d587644393cbd13:0x4dbcb0519cf46446
Isles Bun & Coffee,https://www.google.com/maps/place/Isles+Bun+%26+Coffee/data=!4m2!3m1!1s0x87f627800e56115d:0x53ac804dadc58b32
Bar Petiit,https://www.google.com/maps/place/Bar+Petiit/data=!4m2!3m1!1s0x469209f977d136e1:0x292240c29679659a
Burnie's Rock Shop,https://www.google.com/maps/place/Burnie's+Rock+Shop/data=!4m2!3m1!1s0x88065368c01fe48b:0x544bd5422d2b2758
Old Bank of England,https://www.google.com/maps/place/Old+Bank+of+England/data=!4m2!3m1!1s0x487604b35f4b6b53:0x8f58bf84a7687a7e
Santo Coffee Co,https://www.google.com/maps/place/Santo+Coffee+Co/data=!4m2!3m1!1s0x549015051223cdd7:0xbcd8505eb3c7033d
Pfeiffer Beach,https://www.google.com/maps/place/Pfeiffer+Beach/data=!4m2!3m1!1s0x808d9ab663e31479:0x737c82fda906d4f9
Octopus Tree,https://www.google.com/maps/place/Octopus+Tree/data=!4m2!3m1!1s0x54eb2e61a39d8fcb:0x19676e38eee2ee10
Spello,https://www.google.com/maps/place/Spello/data=!4m2!3m1!1s0x132e848af2f0116f:0xbac9552fd80b5a97
Bagby Hot Springs,https://www.google.com/maps/place/Bagby+Hot+Springs/data=!4m2!3m1!1s0x54bfb7dffa71395d:0xbd80e2d71eea0be5
Grabstein Lucius (Archäologisches Fenster),https://www.google.com/maps/place/Grabstein+Lucius+(Arch%C3%A4ologisches+Fenster)/data=!4m2!3m1!1s0x47900a0741aae7e5:0x23f72133e3599c3f
Rabelais Books,https://www.google.com/maps/place/Rabelais+Books/data=!4m2!3m1!1s0x4cb29c40345ba321:0x4c3101bcab71b12c
Arôme Bakery - Mercer Street,https://www.google.com/maps/place/Ar%C3%B4me+Bakery+-+Mercer+Street/data=!4m2!3m1!1s0x487605719f608ced:0xec1dc6070e8efe52
Portales Nte,https://www.google.com/maps/place/Portales+Nte/data=!4m2!3m1!1s0x85d1ffb4393d362d:0x6cabe8eaac0bd69d
Plateau Mont-Royal,https://www.google.com/maps/place/Plateau+Mont-Royal/data=!4m2!3m1!1s0x4cc91bc8ef3f52a7:0x89ff08f97811356d
Endoume,https://www.google.com/maps/place/Endoume/data=!4m2!3m1!1s0x12c9c0d5899e6e97:0x7c3c144e1b1b38fa
Papa d’Amour,https://www.google.com/maps/place/Papa+d%E2%80%99Amour/data=!4m2!3m1!1s0x89c2590071c171f5:0xd16b52ae55bbd090
Costeaux French Bakery,https://www.google.com/maps/place/Costeaux+French+Bakery/data=!4m2!3m1!1s0x8084173462149105:0x991156768909f990
Breakaway Cafe,https://www.google.com/maps/place/Breakaway+Cafe/data=!4m2!3m1!1s0x80c2b9e704860183:0x9ac4723c22c07eec
Break Away Cafe,https://www.google.com/maps/place/Break+Away+Cafe/data=!4m2!3m1!1s0x89c2f7dae7fcf089:0xf3ee4915b8c81e20
Tea House Spa,https://www.google.com/maps/place/Tea+House+Spa/data=!4m2!3m1!1s0x808e4027f1637545:0x6bfb9aa3da5d39dd
Dumpling Inn,https://www.google.com/maps/place/Dumpling+Inn/data=!4m2!3m1!1s0x48760fb5fa6ded5f:0xe4283d76d07e348
Appelboom,https://www.google.com/maps/place/Appelboom/data=!4m2!3m1!1s0x47c61526334f05d3:0xabb49340dfe4330b
Dominique Ansel Bakery,https://www.google.com/maps/place/Dominique+Ansel+Bakery/data=!4m2!3m1!1s0x89c2598c5a8e423f:0x501f1a0240e2f39a
V&A East Storehouse,https://www.google.com/maps/place/V%26A+East+Storehouse/data=!4m2!3m1!1s0x48761d0cfd5f0b0f:0x53144db615c00145
Botanical Beach,https://www.google.com/maps/place/Botanical+Beach/data=!4m2!3m1!1s0x548eda8068e23039:0xa3401708d495c93
Museo Anahuacalli,https://www.google.com/maps/place/Museo+Anahuacalli/data=!4m2!3m1!1s0x85ce01ccf3f4ec13:0x7751fc9b8eb50005
Frog House,https://www.google.com/maps/place/Frog+House/data=!4m2!3m1!1s0x47169f61bbaa23c1:0x4056e9088bd7560c
Point Lobos State Natural Reserve,https://www.google.com/maps/place/Point+Lobos+State+Natural+Reserve/data=!4m2!3m1!1s0x808de88b727944c7:0xfc45d2b0213831ca
Stissing House,https://www.google.com/maps/place/Stissing+House/data=!4m2!3m1!1s0x89dd77f4e01e4967:0x5dd972f44afb28c6
Bavette's Bar & Boeuf,https://www.google.com/maps/place/Bavette's+Bar+%26+Boeuf/data=!4m2!3m1!1s0x880e2cb69491abc9:0xc1577b1c6fe7f113
Remington Hot Springs,https://www.google.com/maps/place/Remington+Hot+Springs/data=!4m2!3m1!1s0x80c1d09ee5461d87:0xa04306538bbbd59
The American Pigeon Museum & Library,https://www.google.com/maps/place/The+American+Pigeon+Museum+%26+Library/data=!4m2!3m1!1s0x87b21848af63aba3:0x8cb03c919812d132
Umbrella Cover Museum,https://www.google.com/maps/place/Umbrella+Cover+Museum/data=!4m2!3m1!1s0x4cb29d9798702711:0x39854f9ed79dead
Train Shack Inc,https://www.google.com/maps/place/Train+Shack+Inc/data=!4m2!3m1!1s0x80c29581ecf32c7f:0xba1beb5fd70eb607
Arthur Ave Crust & Kitchen,https://www.google.com/maps/place/Arthur+Ave+Crust+%26+Kitchen/data=!4m2!3m1!1s0x89c2f48053533555:0xe8518677994f05fe
Dukagjini Burek,https://www.google.com/maps/place/Dukagjini+Burek/data=!4m2!3m1!1s0x89c2f4a02a9e72e7:0x655038b676b3d503
POP & HISS,https://www.google.com/maps/place/POP+%26+HISS/data=!4m2!3m1!1s0x808de1d3eeca7eaf:0x12f0ddfa2113af67
Much Ado Books,https://www.google.com/maps/place/Much+Ado+Books/data=!4m2!3m1!1s0x47df7af444595219:0x11a6915f237913b3
IBN Hamido Seafood,https://www.google.com/maps/place/IBN+Hamido+Seafood/data=!4m2!3m1!1s0x89c25fcfbab8a157:0x71ea62cf178e81cb
Orior Furniture,https://www.google.com/maps/place/Orior+Furniture/data=!4m2!3m1!1s0x89c2595e238385d3:0x8bcef7327513765c
Pasture and Plenty,https://www.google.com/maps/place/Pasture+and+Plenty/data=!4m2!3m1!1s0x8807acf22470b43f:0x15b9924f8be18205
Shimanami Kaido Cycling Rd,https://www.google.com/maps/place/Shimanami+Kaido+Cycling+Rd/data=!4m2!3m1!1s0x35504937d4a222bd:0x4213af35552109d7
Clarion Performing Arts Center,https://www.google.com/maps/place/Clarion+Performing+Arts+Center/data=!4m2!3m1!1s0x8085808b64e92961:0x448b2efa2d81a21c
Bedruthan Hotel and Spa,https://www.google.com/maps/place/Bedruthan+Hotel+and+Spa/data=!4m2!3m1!1s0x486b0c165dbcf7cf:0xeeb200415d577eb0
Amersfoort,https://www.google.com/maps/place/Amersfoort/data=!4m2!3m1!1s0x47c65a9d79977bf1:0x3c16cc2a7f76991e
Platteville,https://www.google.com/maps/place/Platteville/data=!4m2!3m1!1s0x87fd250f9f4da937:0x9f601a987872e852
Mineral Point,https://www.google.com/maps/place/Mineral+Point/data=!4m2!3m1!1s0x87fd42806ed853d7:0x5e5fd1775dca7bae
Rolo’s,https://www.google.com/maps/place/Rolo%E2%80%99s/data=!4m2!3m1!1s0x89c25d083d684859:0xc59c8c9aa3f0c062
"Early To Rise, Scratch Made Brunch","https://www.google.com/maps/place/Early+To+Rise,+Scratch+Made+Brunch/data=!4m2!3m1!1s0x8085812462b10ff3:0xcba731b9d6a6d184"
Bones Bagels,https://www.google.com/maps/place/Bones+Bagels/data=!4m2!3m1!1s0x808f7f00290a75f9:0xe8ac40f343a336ac
Saul's Restaurant & Delicatessen,https://www.google.com/maps/place/Saul's+Restaurant+%26+Delicatessen/data=!4m2!3m1!1s0x80857ea6d01fc281:0xc6b6dd4344302aff
Loveski Deli,https://www.google.com/maps/place/Loveski+Deli/data=!4m2!3m1!1s0x80850777b3cc40f9:0x2c0e92ad84c001e6
Print: A Bookstore,https://www.google.com/maps/place/Print:+A+Bookstore/data=!4m2!3m1!1s0x4cb29c6a276a97f5:0x77cba2ee8d235633
Pontcysyllte Aqueduct,https://www.google.com/maps/place/Pontcysyllte+Aqueduct/data=!4m2!3m1!1s0x487ab7a38883b2b5:0x1ab4fee72f2a556e
Fruit & Spice Park,https://www.google.com/maps/place/Fruit+%26+Spice+Park/data=!4m2!3m1!1s0x88d9e7d3e72fa733:0x6b5a9692618a7675
Stark County,https://www.google.com/maps/place/Stark+County/data=!4m2!3m1!1s0x88373d2bfec57b19:0x2ed5989bd9b64a4d
Lee,https://www.google.com/maps/place/Lee/data=!4m2!3m1!1s0x882b34de5068b7fd:0x1cc88c5931b08a8b
albadawi,https://www.google.com/maps/place/albadawi/data=!4m2!3m1!1s0x89c259fae428fdc7:0x7e46a1975b7b3fad
"Bath Club of NY, Inc","https://www.google.com/maps/place/Bath+Club+of+NY,+Inc/data=!4m2!3m1!1s0x89c2448aa5da5215:0xfd935ff66934b783"
SubRosa Community Space,https://www.google.com/maps/place/SubRosa+Community+Space/data=!4m2!3m1!1s0x808e6a9cfce4664d:0xbc1dbe424a7fab14
Gualala Point Regional Park,https://www.google.com/maps/place/Gualala+Point+Regional+Park/data=!4m2!3m1!1s0x808130a85b881a2d:0x4aacd968186c38ad
Amore Pizza,https://www.google.com/maps/place/Amore+Pizza/data=!4m2!3m1!1s0x89c26003eb55318d:0x2194c3be6f725bdd
Bay Ridge,https://www.google.com/maps/place/Bay+Ridge/data=!4m2!3m1!1s0x89c2455f3f1cab0d:0xa5a45198ea4d73d6
The Met Cloisters,https://www.google.com/maps/place/The+Met+Cloisters/data=!4m2!3m1!1s0x89c2f40170f2a62b:0x9191e7fa95df29ad
Buvette,https://www.google.com/maps/place/Buvette/data=!4m2!3m1!1s0x89c2599371d90113:0x93a1212483085df3
Happier Grocery,https://www.google.com/maps/place/Happier+Grocery/data=!4m2!3m1!1s0x89c259553f9497af:0xd6d375d614016755
Bagel Pub,https://www.google.com/maps/place/Bagel+Pub/data=!4m2!3m1!1s0x89c259003b4f0051:0x59701cf99c645a4a
Colonia Verde,https://www.google.com/maps/place/Colonia+Verde/data=!4m2!3m1!1s0x89c25bb9fade7cad:0x926715bc7b87197
